event_id,equipment,area,crew,fault_code,fault_description,severity,fault_start,fault_cleared,equipment_restarted
E-0509,ROBOT-G-01,Automation,D,F310,Cycle-time timeout,Low,2026-08-04 05:50:00,2026-08-04 05:54:00,2026-08-04 06:01:00
E-0126,PACK-D-01,Packaging,C,F101,Guard circuit open,Medium,2026-08-04 06:50:00,2026-08-04 06:56:00,2026-08-04 06:59:00
E-0603,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-04 07:17:00,2026-08-04 07:25:00,2026-08-04 07:36:00
E-0181,PUMP-E-01,Utilities,C,F310,Cycle-time timeout,Medium,2026-08-04 08:39:00,2026-08-04 08:49:00,2026-08-04 08:51:00
E-0248,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-08-04 09:40:00,2026-08-04 09:44:00,2026-08-04 09:52:00
E-0158,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,High,2026-08-04 10:43:00,2026-08-04 10:51:00,2026-08-04 10:58:00
E-0193,PACK-D-01,Packaging,B,F101,Guard circuit open,Medium,2026-08-04 10:43:00,2026-08-04 10:46:00,2026-08-04 10:58:00
E-0385,CELL-A-01,Assembly,B,F101,Guard circuit open,High,2026-08-04 10:54:00,2026-08-04 11:04:00,2026-08-04 11:13:00
E-0646,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-08-04 11:01:00,2026-08-04 11:13:00,2026-08-04 11:16:00
E-0217,ROBOT-G-01,Automation,A,F310,Cycle-time timeout,Medium,2026-08-04 15:45:00,2026-08-04 16:02:00,2026-08-04 16:09:00
E-0389,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-04 16:47:00,2026-08-04 16:59:00,2026-08-04 17:02:00
E-0334,CELL-A-01,Assembly,D,F101,Guard circuit open,High,2026-08-04 16:49:00,2026-08-04 17:03:00,2026-08-04 17:07:00
E-0206,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-04 17:41:00,2026-08-04 17:51:00,2026-08-04 17:58:00
E-0563,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-04 18:59:00,2026-08-04 19:08:00,2026-08-04 19:14:00
E-0211,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-04 19:48:00,2026-08-04 19:57:00,2026-08-04 20:07:00
E-0633,CELL-A-01,Assembly,C,F101,Guard circuit open,Low,2026-08-04 20:25:00,2026-08-04 20:39:00,2026-08-04 20:47:00
E-0343,CELL-A-01,Assembly,A,F101,Guard circuit open,Low,2026-08-04 21:26:00,2026-08-04 21:33:00,2026-08-04 21:42:00
E-0241,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-04 21:51:00,2026-08-04 21:57:00,2026-08-04 22:00:00
E-0251,VISION-C-01,Inspection,D,F415,Communication interruption,High,2026-08-04 23:06:00,2026-08-04 23:10:00,2026-08-04 23:21:00
E-0359,CELL-A-02,Assembly,C,F630,Drive overload,Medium,2026-08-04 23:34:00,2026-08-04 23:41:00,2026-08-04 23:46:00
E-0610,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-04 23:49:00,2026-08-05 00:07:00,2026-08-05 00:12:00
E-0086,VISION-C-01,Inspection,D,F415,Communication interruption,Low,2026-08-05 00:32:00,2026-08-05 00:50:00,2026-08-05 00:51:00
E-0488,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Low,2026-08-05 05:02:00,2026-08-05 05:03:00,2026-08-05 05:06:00
E-0155,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-08-05 05:10:00,2026-08-05 05:24:00,2026-08-05 05:25:00
E-0611,CELL-A-01,Assembly,B,F101,Guard circuit open,High,2026-08-05 05:34:00,2026-08-05 05:42:00,2026-08-05 05:54:00
E-0303,CELL-A-01,Assembly,D,F101,Guard circuit open,High,2026-08-05 05:51:00,2026-08-05 06:01:00,2026-08-05 06:09:00
E-0524,CELL-A-01,Assembly,D,F630,Drive overload,Low,2026-08-05 06:00:00,2026-08-05 06:16:00,2026-08-05 06:26:00
E-0639,VISION-C-01,Inspection,D,F415,Communication interruption,Medium,2026-08-05 06:27:00,2026-08-05 06:32:00,2026-08-05 06:34:00
E-0273,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-05 09:25:00,2026-08-05 09:35:00,2026-08-05 09:37:00
E-0492,PACK-D-01,Packaging,B,F101,Guard circuit open,Medium,2026-08-05 10:46:00,2026-08-05 10:52:00,2026-08-05 11:02:00
E-0097,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-05 11:01:00,2026-08-05 11:19:00,2026-08-05 11:27:00
E-0599,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Low,2026-08-05 15:11:00,2026-08-05 15:22:00,2026-08-05 15:33:00
E-0328,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-05 16:08:00,2026-08-05 16:25:00,2026-08-05 16:28:00
E-0007,ROBOT-G-01,Automation,B,F522,Material-present sensor blocked,Medium,2026-08-05 18:02:00,2026-08-05 18:20:00,2026-08-05 18:25:00
E-0067,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-08-05 18:12:00,2026-08-05 18:26:00,2026-08-05 18:30:00
E-0006,PRESS-F-01,Forming,A,F204,Part not detected,Low,2026-08-05 20:00:00,2026-08-05 20:09:00,2026-08-05 20:15:00
E-0441,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Low,2026-08-05 21:52:00,2026-08-05 21:54:00,2026-08-05 22:05:00
E-0179,VISION-C-01,Inspection,A,F101,Guard circuit open,Low,2026-08-05 23:04:00,2026-08-05 23:22:00,2026-08-05 23:26:00
E-0240,VISION-C-01,Inspection,C,F522,Material-present sensor blocked,High,2026-08-06 03:36:00,2026-08-06 03:42:00,2026-08-06 03:52:00
E-0550,PACK-D-01,Packaging,D,F101,Guard circuit open,Medium,2026-08-06 05:08:00,2026-08-06 05:14:00,2026-08-06 05:25:00
E-0450,PACK-D-01,Packaging,C,F630,Drive overload,Medium,2026-08-06 05:09:00,2026-08-06 05:26:00,2026-08-06 05:27:00
E-0015,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-06 07:49:00,2026-08-06 07:57:00,2026-08-06 08:09:00
E-0146,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-06 08:23:00,2026-08-06 08:40:00,2026-08-06 08:45:00
E-0375,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-06 08:51:00,2026-08-06 08:55:00,2026-08-06 09:01:00
E-0289,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Medium,2026-08-06 10:14:00,2026-08-06 10:18:00,2026-08-06 10:20:00
E-0442,PACK-D-01,Packaging,C,F310,Cycle-time timeout,Low,2026-08-06 11:18:00,2026-08-06 11:32:00,2026-08-06 11:33:00
E-0617,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-08-06 11:29:00,2026-08-06 11:42:00,2026-08-06 11:49:00
E-0339,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-08-06 11:37:00,2026-08-06 11:55:00,2026-08-06 12:02:00
E-0393,CELL-A-01,Assembly,D,F415,Communication interruption,High,2026-08-06 12:34:00,2026-08-06 12:46:00,2026-08-06 12:55:00
E-0358,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Medium,2026-08-06 15:24:00,2026-08-06 15:39:00,2026-08-06 15:45:00
E-0232,CELL-A-01,Assembly,A,F101,Guard circuit open,Low,2026-08-06 16:00:00,2026-08-06 16:09:00,2026-08-06 16:19:00
E-0504,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-08-06 16:27:00,2026-08-06 16:41:00,2026-08-06 16:43:00
E-0018,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-06 17:19:00,2026-08-06 17:20:00,2026-08-06 17:22:00
E-0572,ROBOT-G-01,Automation,D,F204,Part not detected,Low,2026-08-06 18:21:00,2026-08-06 18:31:00,2026-08-06 18:38:00
E-0187,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Low,2026-08-06 18:47:00,2026-08-06 18:50:00,2026-08-06 18:54:00
E-0382,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Low,2026-08-06 19:56:00,2026-08-06 20:04:00,2026-08-06 20:14:00
E-0606,CELL-A-01,Assembly,A,F101,Guard circuit open,Low,2026-08-06 20:05:00,2026-08-06 20:15:00,2026-08-06 20:22:00
E-0614,CELL-A-01,Assembly,A,F310,Cycle-time timeout,High,2026-08-06 20:14:00,2026-08-06 20:17:00,2026-08-06 20:27:00
E-0027,VISION-C-01,Inspection,C,F204,Part not detected,Medium,2026-08-06 20:30:00,2026-08-06 20:42:00,2026-08-06 20:44:00
E-0426,CELL-A-01,Assembly,A,F101,Guard circuit open,Low,2026-08-06 21:21:00,2026-08-06 21:33:00,2026-08-06 21:43:00
E-0449,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Low,2026-08-06 22:36:00,2026-08-06 22:38:00,2026-08-06 22:46:00
E-0132,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-06 23:49:00,2026-08-07 00:07:00,2026-08-07 00:10:00
E-0159,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-08-07 01:49:00,2026-08-07 02:00:00,2026-08-07 02:03:00
E-0472,VISION-C-01,Inspection,D,F415,Communication interruption,Low,2026-08-07 03:30:00,2026-08-07 03:47:00,2026-08-07 03:52:00
E-0239,CELL-A-01,Assembly,A,F204,Part not detected,Low,2026-08-07 04:49:00,2026-08-07 04:55:00,2026-08-07 05:01:00
E-0650,PUMP-E-01,Utilities,B,F415,Communication interruption,Medium,2026-08-07 06:17:00,2026-08-07 06:34:00,2026-08-07 06:37:00
E-0039,ROBOT-G-01,Automation,B,F310,Cycle-time timeout,Medium,2026-08-07 06:32:00,2026-08-07 06:33:00,2026-08-07 06:43:00
E-0468,CELL-A-01,Assembly,C,F310,Cycle-time timeout,Medium,2026-08-07 07:25:00,2026-08-07 07:31:00,2026-08-07 07:36:00
E-0586,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Medium,2026-08-07 07:44:00,2026-08-07 07:48:00,2026-08-07 07:58:00
E-0323,CELL-A-01,Assembly,C,F101,Guard circuit open,Medium,2026-08-07 12:01:00,2026-08-07 12:08:00,2026-08-07 12:10:00
E-0224,PUMP-E-01,Utilities,B,F204,Part not detected,High,2026-08-07 12:27:00,2026-08-07 12:39:00,2026-08-07 12:40:00
E-0374,VISION-C-01,Inspection,C,F630,Drive overload,Medium,2026-08-07 12:35:00,2026-08-07 12:47:00,2026-08-07 12:53:00
E-0117,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Low,2026-08-07 13:26:00,2026-08-07 13:30:00,2026-08-07 13:33:00
E-0220,PUMP-E-01,Utilities,B,F415,Communication interruption,Low,2026-08-07 14:23:00,2026-08-07 14:24:00,2026-08-07 14:35:00
E-0101,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-08-07 14:37:00,2026-08-07 14:49:00,2026-08-07 14:55:00
E-0640,ROBOT-G-01,Automation,C,F101,Guard circuit open,Medium,2026-08-07 16:50:00,2026-08-07 16:54:00,2026-08-07 17:01:00
E-0028,CELL-A-01,Assembly,C,F101,Guard circuit open,Low,2026-08-07 18:01:00,2026-08-07 18:18:00,2026-08-07 18:30:00
E-0484,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Low,2026-08-07 18:38:00,2026-08-07 18:51:00,2026-08-07 18:52:00
E-0139,PRESS-F-01,Forming,B,F630,Drive overload,Low,2026-08-07 18:46:00,2026-08-07 18:59:00,2026-08-07 19:07:00
E-0508,PRESS-F-01,Forming,C,F522,Material-present sensor blocked,Medium,2026-08-07 19:52:00,2026-08-07 20:08:00,2026-08-07 20:12:00
E-0167,CELL-A-01,Assembly,B,F415,Communication interruption,Low,2026-08-07 20:34:00,2026-08-07 20:38:00,2026-08-07 20:45:00
E-0547,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-08-07 21:20:00,2026-08-07 21:34:00,2026-08-07 21:45:00
E-0487,CELL-A-02,Assembly,D,F310,Cycle-time timeout,High,2026-08-07 23:12:00,2026-08-07 23:23:00,2026-08-07 23:31:00
E-0118,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-08-07 23:44:00,2026-08-07 23:48:00,2026-08-07 23:54:00
E-0272,VISION-C-01,Inspection,C,F310,Cycle-time timeout,Low,2026-08-08 00:20:00,2026-08-08 00:32:00,2026-08-08 00:37:00
E-0165,ROBOT-G-01,Automation,D,F630,Drive overload,Medium,2026-08-08 00:24:00,2026-08-08 00:29:00,2026-08-08 00:32:00
E-0230,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-08-08 01:42:00,2026-08-08 01:48:00,2026-08-08 01:52:00
E-0544,CELL-A-01,Assembly,A,F101,Guard circuit open,Low,2026-08-08 03:23:00,2026-08-08 03:39:00,2026-08-08 03:44:00
E-0421,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-08-08 04:43:00,2026-08-08 04:53:00,2026-08-08 04:58:00
E-0497,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-08 04:47:00,2026-08-08 05:02:00,2026-08-08 05:13:00
E-0061,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-08 06:46:00,2026-08-08 06:47:00,2026-08-08 06:48:00
E-0164,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-08-08 07:56:00,2026-08-08 08:12:00,2026-08-08 08:19:00
E-0109,CELL-A-01,Assembly,B,F101,Guard circuit open,Low,2026-08-08 07:58:00,2026-08-08 08:09:00,2026-08-08 08:14:00
E-0635,ROBOT-G-01,Automation,D,F415,Communication interruption,Low,2026-08-08 09:25:00,2026-08-08 09:41:00,2026-08-08 09:50:00
E-0628,PUMP-E-01,Utilities,C,F522,Material-present sensor blocked,Low,2026-08-08 09:42:00,2026-08-08 09:56:00,2026-08-08 09:58:00
E-0012,VISION-C-01,Inspection,B,F522,Material-present sensor blocked,Medium,2026-08-08 10:29:00,2026-08-08 10:44:00,2026-08-08 10:51:00
E-0349,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Medium,2026-08-08 11:33:00,2026-08-08 11:36:00,2026-08-08 11:37:00
E-0400,CONVEYOR-B-01,Material Handling,A,F630,Drive overload,Medium,2026-08-08 11:59:00,2026-08-08 12:12:00,2026-08-08 12:13:00
E-0173,ROBOT-G-01,Automation,B,F204,Part not detected,Low,2026-08-08 13:19:00,2026-08-08 13:32:00,2026-08-08 13:33:00
E-0565,PACK-D-01,Packaging,C,F630,Drive overload,Low,2026-08-08 13:24:00,2026-08-08 13:27:00,2026-08-08 13:29:00
E-0551,PRESS-F-01,Forming,B,F101,Guard circuit open,High,2026-08-08 14:47:00,2026-08-08 14:50:00,2026-08-08 14:56:00
E-0256,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-08-08 15:06:00,2026-08-08 15:09:00,2026-08-08 15:16:00
E-0079,CONVEYOR-B-01,Material Handling,C,F415,Communication interruption,Low,2026-08-08 15:13:00,2026-08-08 15:28:00,2026-08-08 15:33:00
E-0119,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Medium,2026-08-08 16:25:00,2026-08-08 16:30:00,2026-08-08 16:41:00
E-0242,CELL-A-02,Assembly,D,F630,Drive overload,Low,2026-08-08 17:28:00,2026-08-08 17:31:00,2026-08-08 17:38:00
E-0022,ROBOT-G-01,Automation,B,F310,Cycle-time timeout,Medium,2026-08-08 18:35:00,2026-08-08 18:49:00,2026-08-08 19:01:00
E-0456,CELL-A-02,Assembly,D,F310,Cycle-time timeout,High,2026-08-08 19:03:00,2026-08-08 19:21:00,2026-08-08 19:26:00
E-0198,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Medium,2026-08-08 19:32:00,2026-08-08 19:36:00,2026-08-08 19:47:00
E-0154,CELL-A-01,Assembly,B,F101,Guard circuit open,Low,2026-08-08 20:02:00,2026-08-08 20:12:00,2026-08-08 20:22:00
E-0539,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-08-08 21:05:00,2026-08-08 21:10:00,2026-08-08 21:16:00
E-0474,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Low,2026-08-08 21:27:00,2026-08-08 21:33:00,2026-08-08 21:41:00
E-0255,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Medium,2026-08-08 23:50:00,2026-08-09 00:04:00,2026-08-09 00:06:00
E-0219,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Medium,2026-08-08 23:52:00,2026-08-08 23:55:00,2026-08-09 00:05:00
E-0099,PACK-D-01,Packaging,D,F522,Material-present sensor blocked,Low,2026-08-09 00:37:00,2026-08-09 00:49:00,2026-08-09 00:55:00
E-0175,PACK-D-01,Packaging,A,F630,Drive overload,Medium,2026-08-09 03:22:00,2026-08-09 03:34:00,2026-08-09 03:42:00
E-0340,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Medium,2026-08-09 03:49:00,2026-08-09 04:03:00,2026-08-09 04:13:00
E-0605,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Low,2026-08-09 06:20:00,2026-08-09 06:37:00,2026-08-09 06:39:00
E-0357,VISION-C-01,Inspection,B,F522,Material-present sensor blocked,Medium,2026-08-09 08:22:00,2026-08-09 08:36:00,2026-08-09 08:45:00
E-0105,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Medium,2026-08-09 08:41:00,2026-08-09 08:56:00,2026-08-09 09:01:00
E-0367,CELL-A-02,Assembly,B,F522,Material-present sensor blocked,High,2026-08-09 09:06:00,2026-08-09 09:21:00,2026-08-09 09:24:00
E-0619,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-09 09:53:00,2026-08-09 10:05:00,2026-08-09 10:06:00
E-0180,ROBOT-G-01,Automation,B,F630,Drive overload,Medium,2026-08-09 10:30:00,2026-08-09 10:34:00,2026-08-09 10:39:00
E-0163,CELL-A-01,Assembly,A,F310,Cycle-time timeout,High,2026-08-09 12:02:00,2026-08-09 12:04:00,2026-08-09 12:11:00
E-0148,VISION-C-01,Inspection,A,F415,Communication interruption,High,2026-08-09 12:13:00,2026-08-09 12:19:00,2026-08-09 12:23:00
E-0111,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-08-09 13:37:00,2026-08-09 13:48:00,2026-08-09 13:57:00
E-0054,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Low,2026-08-09 15:37:00,2026-08-09 15:55:00,2026-08-09 16:04:00
E-0362,CELL-A-02,Assembly,C,F310,Cycle-time timeout,High,2026-08-09 16:31:00,2026-08-09 16:42:00,2026-08-09 16:46:00
E-0530,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Low,2026-08-09 18:26:00,2026-08-09 18:32:00,2026-08-09 18:43:00
E-0352,ROBOT-G-01,Automation,D,F101,Guard circuit open,Low,2026-08-09 22:06:00,2026-08-09 22:16:00,2026-08-09 22:17:00
E-0438,ROBOT-G-01,Automation,B,F630,Drive overload,Low,2026-08-09 22:44:00,2026-08-09 22:48:00,2026-08-09 22:57:00
E-0604,CONVEYOR-B-01,Material Handling,C,F630,Drive overload,Medium,2026-08-10 00:24:00,2026-08-10 00:25:00,2026-08-10 00:35:00
E-0649,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-08-10 02:12:00,2026-08-10 02:17:00,2026-08-10 02:19:00
E-0363,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-10 03:30:00,2026-08-10 03:47:00,2026-08-10 03:56:00
E-0584,CELL-A-02,Assembly,B,F101,Guard circuit open,Medium,2026-08-10 04:04:00,2026-08-10 04:18:00,2026-08-10 04:26:00
E-0531,CELL-A-02,Assembly,B,F630,Drive overload,Medium,2026-08-10 07:07:00,2026-08-10 07:14:00,2026-08-10 07:16:00
E-0260,PACK-D-01,Packaging,B,F101,Guard circuit open,Medium,2026-08-10 07:52:00,2026-08-10 08:09:00,2026-08-10 08:11:00
E-0341,PRESS-F-01,Forming,C,F630,Drive overload,High,2026-08-10 08:36:00,2026-08-10 08:49:00,2026-08-10 08:50:00
E-0491,CELL-A-01,Assembly,A,F204,Part not detected,Medium,2026-08-10 11:33:00,2026-08-10 11:36:00,2026-08-10 11:39:00
E-0342,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,High,2026-08-10 11:39:00,2026-08-10 11:43:00,2026-08-10 11:54:00
E-0404,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-08-10 16:00:00,2026-08-10 16:15:00,2026-08-10 16:23:00
E-0036,ROBOT-G-01,Automation,B,F204,Part not detected,Medium,2026-08-10 16:02:00,2026-08-10 16:20:00,2026-08-10 16:28:00
E-0024,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-08-10 16:18:00,2026-08-10 16:31:00,2026-08-10 16:35:00
E-0189,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-10 16:30:00,2026-08-10 16:48:00,2026-08-10 16:51:00
E-0347,CELL-A-01,Assembly,B,F101,Guard circuit open,Low,2026-08-10 17:36:00,2026-08-10 17:40:00,2026-08-10 17:43:00
E-0439,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-08-10 17:53:00,2026-08-10 18:06:00,2026-08-10 18:15:00
E-0418,PUMP-E-01,Utilities,A,F310,Cycle-time timeout,Medium,2026-08-10 18:09:00,2026-08-10 18:25:00,2026-08-10 18:35:00
E-0089,CELL-A-02,Assembly,B,F522,Material-present sensor blocked,Low,2026-08-10 19:18:00,2026-08-10 19:19:00,2026-08-10 19:30:00
E-0188,PUMP-E-01,Utilities,D,F204,Part not detected,High,2026-08-10 19:18:00,2026-08-10 19:20:00,2026-08-10 19:26:00
E-0511,CELL-A-01,Assembly,D,F101,Guard circuit open,High,2026-08-10 19:28:00,2026-08-10 19:42:00,2026-08-10 19:52:00
E-0644,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-10 19:36:00,2026-08-10 19:39:00,2026-08-10 19:50:00
E-0483,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-08-10 22:16:00,2026-08-10 22:34:00,2026-08-10 22:36:00
E-0269,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-08-10 22:54:00,2026-08-10 23:12:00,2026-08-10 23:14:00
E-0448,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Low,2026-08-10 23:05:00,2026-08-10 23:22:00,2026-08-10 23:27:00
E-0337,VISION-C-01,Inspection,A,F522,Material-present sensor blocked,Low,2026-08-10 23:50:00,2026-08-11 00:04:00,2026-08-11 00:07:00
E-0506,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-11 01:34:00,2026-08-11 01:44:00,2026-08-11 01:46:00
E-0008,VISION-C-01,Inspection,C,F415,Communication interruption,Low,2026-08-11 01:35:00,2026-08-11 01:44:00,2026-08-11 01:46:00
E-0398,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Low,2026-08-11 02:08:00,2026-08-11 02:18:00,2026-08-11 02:29:00
E-0140,VISION-C-01,Inspection,C,F630,Drive overload,Medium,2026-08-11 02:56:00,2026-08-11 03:09:00,2026-08-11 03:11:00
E-0199,CELL-A-01,Assembly,C,F101,Guard circuit open,High,2026-08-11 04:38:00,2026-08-11 04:43:00,2026-08-11 04:54:00
E-0327,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-08-11 05:51:00,2026-08-11 05:56:00,2026-08-11 06:01:00
E-0203,CELL-A-02,Assembly,B,F310,Cycle-time timeout,High,2026-08-11 06:36:00,2026-08-11 06:54:00,2026-08-11 06:56:00
E-0060,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Medium,2026-08-11 07:20:00,2026-08-11 07:37:00,2026-08-11 07:40:00
E-0409,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Medium,2026-08-11 09:40:00,2026-08-11 09:41:00,2026-08-11 09:52:00
E-0410,CELL-A-01,Assembly,C,F101,Guard circuit open,Low,2026-08-11 10:48:00,2026-08-11 10:51:00,2026-08-11 11:01:00
E-0258,CELL-A-02,Assembly,A,F522,Material-present sensor blocked,Medium,2026-08-11 14:12:00,2026-08-11 14:28:00,2026-08-11 14:39:00
E-0461,PRESS-F-01,Forming,B,F415,Communication interruption,Low,2026-08-11 15:37:00,2026-08-11 15:42:00,2026-08-11 15:52:00
E-0620,ROBOT-G-01,Automation,C,F630,Drive overload,Low,2026-08-11 16:35:00,2026-08-11 16:47:00,2026-08-11 16:51:00
E-0020,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-11 18:20:00,2026-08-11 18:27:00,2026-08-11 18:30:00
E-0445,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-08-11 20:45:00,2026-08-11 20:48:00,2026-08-11 20:55:00
E-0019,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Medium,2026-08-11 21:54:00,2026-08-11 22:11:00,2026-08-11 22:18:00
E-0515,VISION-C-01,Inspection,C,F310,Cycle-time timeout,Medium,2026-08-11 22:32:00,2026-08-11 22:33:00,2026-08-11 22:36:00
E-0205,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-12 00:55:00,2026-08-12 01:12:00,2026-08-12 01:13:00
E-0090,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,High,2026-08-12 01:27:00,2026-08-12 01:28:00,2026-08-12 01:38:00
E-0102,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-12 03:32:00,2026-08-12 03:40:00,2026-08-12 03:51:00
E-0212,VISION-C-01,Inspection,B,F310,Cycle-time timeout,Medium,2026-08-12 03:43:00,2026-08-12 04:00:00,2026-08-12 04:08:00
E-0029,CONVEYOR-B-01,Material Handling,B,F101,Guard circuit open,Medium,2026-08-12 04:56:00,2026-08-12 05:14:00,2026-08-12 05:20:00
E-0444,CELL-A-02,Assembly,C,F415,Communication interruption,High,2026-08-12 05:16:00,2026-08-12 05:29:00,2026-08-12 05:34:00
E-0432,CELL-A-01,Assembly,A,F415,Communication interruption,Low,2026-08-12 08:21:00,2026-08-12 08:36:00,2026-08-12 08:41:00
E-0056,VISION-C-01,Inspection,C,F415,Communication interruption,Low,2026-08-12 10:25:00,2026-08-12 10:42:00,2026-08-12 10:54:00
E-0035,VISION-C-01,Inspection,B,F415,Communication interruption,High,2026-08-12 12:18:00,2026-08-12 12:28:00,2026-08-12 12:35:00
E-0338,PRESS-F-01,Forming,D,F522,Material-present sensor blocked,Low,2026-08-12 13:10:00,2026-08-12 13:16:00,2026-08-12 13:25:00
E-0645,PRESS-F-01,Forming,D,F310,Cycle-time timeout,Medium,2026-08-12 14:07:00,2026-08-12 14:12:00,2026-08-12 14:14:00
E-0222,VISION-C-01,Inspection,B,F415,Communication interruption,High,2026-08-12 14:11:00,2026-08-12 14:17:00,2026-08-12 14:21:00
E-0345,PUMP-E-01,Utilities,B,F522,Material-present sensor blocked,Medium,2026-08-12 17:20:00,2026-08-12 17:38:00,2026-08-12 17:40:00
E-0437,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Medium,2026-08-12 21:12:00,2026-08-12 21:18:00,2026-08-12 21:23:00
E-0190,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,High,2026-08-12 21:52:00,2026-08-12 21:53:00,2026-08-12 21:54:00
E-0172,CELL-A-01,Assembly,A,F310,Cycle-time timeout,Medium,2026-08-12 22:38:00,2026-08-12 22:49:00,2026-08-12 23:00:00
E-0170,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-08-12 23:16:00,2026-08-12 23:30:00,2026-08-12 23:32:00
